日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
2017/6/9,'000021,深科技,8.53,8.57,8.43,8.54,8.55,-0.02,-0.2339,0.4532,6667639,56662002.93,12549842366,12549842366,4906
2017/6/8,'000021,深科技,8.55,8.66,8.53,8.57,8.58,-0.03,-0.3497,0.7493,11023577,94706974.08,12579267554,12579267554,6292
2017/6/7,'000021,深科技,8.58,8.59,8.36,8.39,8.39,0.19,2.2646,0.8779,12916477,109785377.4,12623405335,12623405335,7361
2017/6/6,'000021,深科技,8.39,8.42,8.32,8.41,8.4,-0.01,-0.119,0.3111,4576387,38327686.51,12343866056,12343866056,2893
2017/6/5,'000021,深科技,8.4,8.49,8.36,8.39,8.4,0,0,0.503,7400747,62357857.77,12358578649,12358578649,4247
2017/6/2,'000021,深科技,8.4,8.43,8.13,8.2,8.2,0.2,2.439,0.6774,9966194,82382559,12358578649,12358578649,6282
2017/6/1,'000021,深科技,8.2,8.49,8.19,8.4,8.45,-0.25,-2.9586,0.6062,8918050,74354677.71,12064326777,12064326777,6014
2017/5/31,'000021,深科技,8.45,8.58,8.28,8.33,8.24,0.21,2.5485,1.034,15212480,128551531.5,12432141617,12432141617,9802
2017/5/26,'000021,深科技,8.24,8.32,8.21,8.21,8.3,-0.06,-0.7229,0.5533,8140486,67221239.81,12123177151,12123177151,5192
2017/5/25,'000021,深科技,8.3,8.44,8.07,8.08,7.96,0.34,4.2714,1.177,17316027,143439397.4,12211452713,12211452713,11927
2017/5/24,'000021,深科技,7.96,7.99,7.78,7.81,7.85,0.11,1.4013,0.3384,4978345,39382021.2,11711224530,11711224530,3503
2017/5/23,'000021,深科技,7.85,8.02,7.83,7.99,8,-0.15,-1.875,0.3931,5783848,45861961.2,11549386000,11549386000,4008
2017/5/22,'000021,深科技,8,8.14,7.99,8.13,8.14,-0.14,-1.7199,0.3475,5113098,41218159.22,11770074904,11770074904,3181
2017/5/19,'000021,深科技,8.14,8.18,8.06,8.12,8.15,-0.01,-0.1227,0.4094,6022938,48830937.8,11976051215,11976051215,3792
2017/5/18,'000021,深科技,8.15,8.23,8.11,8.18,8.24,-0.09,-1.0922,0.3922,5770489,47102244.01,11990763809,11990763809,3279
2017/5/17,'000021,深科技,8.24,8.31,8.17,8.21,8.19,0.05,0.6105,0.5679,8355248,68868492.91,12123177151,12123177151,4472
2017/5/16,'000021,深科技,8.19,8.24,7.93,8.03,8.04,0.15,1.8657,0.5891,8666799,70092948.24,12049614183,12049614183,4787
2017/5/15,'000021,深科技,8.04,8.18,8,8.16,8.04,0,0,0.3131,4606561,37199313,11828925279,11828925279,3049
2017/5/12,'000021,深科技,8.04,8.08,7.94,8.01,8.01,0.03,0.3745,0.369,5429402,43581285.59,11828925279,11828925279,3295
2017/5/11,'000021,深科技,8.01,8.06,7.69,8.06,8.06,-0.05,-0.6203,0.7689,11312539,89586296.77,11784787498,11784787498,5688
2017/5/10,'000021,深科技,8.06,8.29,8.05,8.22,8.13,-0.07,-0.861,0.4038,5941168,48538155.85,11858350466,11858350466,4572
2017/5/9,'000021,深科技,8.13,8.3,7.98,8.2,8.26,-0.13,-1.5738,0.5782,8507076,69143506.81,11961338621,11961338621,4842
2017/5/8,'000021,深科技,8.26,8.46,8.16,8.2,8.2,0.06,0.7317,0.6235,9173071,76368567.43,12152602338,12152602338,5788
2017/5/5,'000021,深科技,8.2,8.41,8.2,8.36,8.36,-0.16,-1.9139,0.5674,8347556,69272201.6,12064326777,12064326777,5405
2017/5/4,'000021,深科技,8.36,8.43,8.22,8.35,8.19,0.17,2.0757,0.9594,14114868,117463002,12299728275,12299728275,7777
2017/5/3,'000021,深科技,8.19,8.28,8,8.06,8.07,0.12,1.487,0.7941,11682977,95207663.96,12049614183,12049614183,6555
2017/5/2,'000021,深科技,8.07,8.12,7.98,7.99,7.97,0.1,1.2547,0.5491,8078568,65212044.01,11873063059,11873063059,4963
2017/4/28,'000021,深科技,7.97,8.01,7.84,7.89,7.91,0.06,0.7585,0.3488,5132469,40737180.69,11725937123,11725937123,3644
2017/4/27,'000021,深科技,7.91,7.95,7.66,7.94,7.94,-0.03,-0.3778,0.5879,8650082,67366760.4,11637661561,11637661561,6131
2017/4/26,'000021,深科技,7.94,8.03,7.9,7.93,7.91,0.03,0.3793,0.4009,5897862,47005851.97,11681799342,11681799342,4084
2017/4/25,'000021,深科技,7.91,8.04,7.86,7.86,7.84,0.07,0.8929,0.4488,6603089,52556961.95,11637661561,11637661561,5279
2017/4/24,'000021,深科技,7.84,8.09,7.8,8.09,8.12,-0.28,-3.4483,0.658,9680689,76352973.31,11534673406,11534673406,7391
2017/4/21,'000021,深科技,0,0,0,0,8.12,None,None,0,0,0,11946626028,11946626028,0
2017/4/20,'000021,深科技,8.12,8.76,7.88,8.76,8.76,-0.64,-7.3059,3.0711,45183310,371823026.1,11946626028,11946626028,26016
2017/4/19,'000021,深科技,8.76,8.99,8.7,8.99,9.05,-0.29,-3.2044,0.7597,11176671,98382975.71,12888232020,12888232020,7804
2017/4/18,'000021,深科技,9.05,9.2,9,9.11,9.12,-0.07,-0.7675,0.54,7945514,72184243.13,13314897235,13314897235,5630
2017/4/17,'000021,深科技,9.12,9.28,9.04,9.25,9.29,-0.17,-1.8299,0.5104,7509371,68807129.35,13417885391,13417885391,5550
2017/4/14,'000021,深科技,9.29,9.46,9.21,9.46,9.47,-0.18,-1.9007,0.698,10268767,95545522.7,13667999482,13667999482,6775
2017/4/13,'000021,深科技,9.47,9.55,9.38,9.53,9.53,-0.06,-0.6296,0.6361,9358462,88558522.86,13932826168,13932826168,6127
2017/4/12,'000021,深科技,9.53,9.79,9.4,9.44,9.38,0.15,1.5991,1.5951,23468473,225366421.9,14021101729,14021101729,14272
2017/4/11,'000021,深科技,9.38,9.38,9.15,9.33,9.3,0.08,0.8602,0.7341,10800268,99957006.05,13800412825,13800412825,7243
2017/4/10,'000021,深科技,9.3,9.41,9.27,9.4,9.42,-0.12,-1.2739,0.5314,7817747,72834730.36,13682712076,13682712076,5345
2017/4/7,'000021,深科技,9.42,9.48,9.34,9.38,9.37,0.05,0.5336,0.5676,8350200,78503724.38,13859263200,13859263200,5928
2017/4/6,'000021,深科技,9.37,9.42,9.31,9.39,9.39,-0.02,-0.213,0.5949,8752393,81893489.16,13785700231,13785700231,5452
2017/4/5,'000021,深科技,9.39,9.41,9.24,9.28,9.26,0.13,1.4039,0.6249,9194479,85961514.75,13815125419,13815125419,7888
2017/3/31,'000021,深科技,9.26,9.36,9.2,9.28,9.36,-0.1,-1.0684,0.6579,9678782,89769821.29,13623861701,13623861701,6999
2017/3/30,'000021,深科技,9.36,9.6,9.34,9.55,9.59,-0.23,-2.3983,0.7532,11081441,104384328.2,13770987638,13770987638,9569
2017/3/29,'000021,深科技,9.59,9.67,9.54,9.65,9.63,-0.04,-0.4154,0.8212,12081775,116020342.8,14109377291,14109377291,6243
2017/3/28,'000021,深科技,9.63,9.77,9.61,9.77,9.77,-0.14,-1.433,0.6537,9617974,93110596.52,14168227666,14168227666,5841
2017/3/27,'000021,深科技,9.77,9.83,9.72,9.81,9.8,-0.03,-0.3061,0.4731,6960218,67974231.49,14374203977,14374203977,5254
2017/3/24,'000021,深科技,9.8,9.8,9.7,9.72,9.73,0.07,0.7194,0.3971,5842101,57041012.19,14418341757,14418341757,4747
2017/3/23,'000021,深科技,9.73,9.83,9.63,9.73,9.73,0,0,0.4558,6705893,65301830.92,14315353602,14315353602,5084
2017/3/22,'000021,深科技,9.73,9.86,9.71,9.85,9.9,-0.17,-1.7172,0.5417,7970000,77828290.9,14315353602,14315353602,5429
2017/3/21,'000021,深科技,9.9,9.94,9.85,9.88,9.88,0.02,0.2024,0.4926,7247907,71700678.04,14565467694,14565467694,4415
2017/3/20,'000021,深科技,9.88,9.89,9.75,9.79,9.8,0.08,0.8163,0.4148,6102388,59842781.79,14536042506,14536042506,4800
2017/3/17,'000021,深科技,9.8,9.95,9.8,9.95,9.95,-0.15,-1.5075,0.6237,9176110,90649064.65,14418341757,14418341757,5581
2017/3/16,'000021,深科技,9.95,9.96,9.81,9.81,9.81,0.14,1.4271,0.7184,10569441,104684769.5,14639030662,14639030662,6336
2017/3/15,'000021,深科技,9.81,9.88,9.76,9.8,9.8,0.01,0.102,0.3667,5394913,53024533.95,14433054351,14433054351,4106
2017/3/14,'000021,深科技,9.8,9.94,9.78,9.87,9.89,-0.09,-0.91,0.4119,6060770,59606815.5,14418341757,14418341757,3943
2017/3/13,'000021,深科技,9.89,9.91,9.67,9.79,9.75,0.14,1.4359,0.6442,9478236,92995135.13,14550755100,14550755100,5481
2017/3/10,'000021,深科技,9.75,9.86,9.73,9.79,9.81,-0.06,-0.6116,0.4229,6222035,60939408.85,14344778789,14344778789,4398
2017/3/9,'000021,深科技,9.81,9.97,9.77,9.9,10,-0.19,-1.9,0.6978,10266725,101081673.4,14433054351,14433054351,6694
2017/3/8,'000021,深科技,10,10.16,9.85,9.93,9.95,0.05,0.5025,1.101,16198740,162382186.7,14712593630,14712593630,10021
2017/3/7,'000021,深科技,9.95,10.04,9.85,10,9.94,0.01,0.1006,0.5828,8574132,84900901.23,14639030662,14639030662,5395
2017/3/6,'000021,深科技,9.94,9.99,9.83,9.83,9.85,0.09,0.9137,0.7283,10715200,106486876.3,14624318068,14624318068,6594
2017/3/3,'000021,深科技,9.85,9.86,9.62,9.67,9.74,0.11,1.1294,0.63,9268746,90534057.81,14491904726,14491904726,6685
2017/3/2,'000021,深科技,9.74,9.87,9.71,9.8,9.8,-0.06,-0.6122,0.4437,6528506,63924236.18,14330066196,14330066196,5075
2017/3/1,'000021,深科技,9.8,9.85,9.74,9.75,9.78,0.02,0.2045,0.4727,6955096,68171292.28,14418341757,14418341757,4943
2017/2/28,'000021,深科技,9.78,9.85,9.71,9.8,9.8,-0.02,-0.2041,0.4023,5918890,57857763.81,14388916570,14388916570,5055
2017/2/27,'000021,深科技,9.8,9.97,9.8,9.91,9.84,-0.04,-0.4065,0.623,9166643,90610164.86,14418341757,14418341757,6295
2017/2/24,'000021,深科技,9.84,9.89,9.76,9.8,9.84,0,0,0.4334,6377156,62655682.7,14477192132,14477192132,4564
2017/2/23,'000021,深科技,9.84,9.94,9.77,9.86,9.9,-0.06,-0.6061,0.5541,8152640,80178382.38,14477192132,14477192132,5814
2017/2/22,'000021,深科技,9.9,9.98,9.83,9.89,9.89,0.01,0.1011,0.8172,12022681,119071532.3,14565467694,14565467694,7188
2017/2/21,'000021,深科技,9.89,9.91,9.74,9.76,9.75,0.14,1.4359,1.0124,14894315,146288496.9,14550755100,14550755100,8558
2017/2/20,'000021,深科技,9.75,9.75,9.62,9.62,9.66,0.09,0.9317,0.6093,8963804,86889175.44,14344778789,14344778789,5411
2017/2/17,'000021,深科技,9.66,9.72,9.6,9.69,9.71,-0.05,-0.5149,0.5542,8153962,78666381.45,14212365447,14212365447,4742
2017/2/16,'000021,深科技,9.71,9.73,9.58,9.6,9.64,0.07,0.7261,0.6888,10133696,97932805.54,14285928415,14285928415,5254
2017/2/15,'000021,深科技,9.64,9.79,9.57,9.64,9.64,0,0,0.7716,11352129,109674471.9,14182940259,14182940259,6789
2017/2/14,'000021,深科技,9.64,9.72,9.58,9.71,9.69,-0.05,-0.516,0.5096,7496920,72134055.06,14182940259,14182940259,4430
2017/2/13,'000021,深科技,9.69,9.71,9.61,9.66,9.65,0.04,0.4145,0.526,7738434,74786633.4,14256503228,14256503228,4693
2017/2/10,'000021,深科技,9.65,9.71,9.6,9.63,9.64,0.01,0.1037,0.6161,9063922,87520995.67,14197652853,14197652853,5587
2017/2/9,'000021,深科技,9.64,9.68,9.52,9.55,9.57,0.07,0.7315,0.6465,9511637,91460557.63,14182940259,14182940259,5849
2017/2/8,'000021,深科技,9.57,9.59,9.41,9.51,9.51,0.06,0.6309,0.4575,6731292,63830745.29,14079952104,14079952104,4504
2017/2/7,'000021,深科技,9.51,9.59,9.46,9.49,9.51,0,0,0.4449,6545697,62300318.8,13991676542,13991676542,4927
2017/2/6,'000021,深科技,9.51,9.53,9.38,9.4,9.41,0.1,1.0627,0.3895,5730827,54257268.52,13991676542,13991676542,4438
2017/2/3,'000021,深科技,9.41,9.5,9.37,9.49,9.48,-0.07,-0.7384,0.3049,4486110,42295040.78,13844550606,13844550606,2934
2017/1/26,'000021,深科技,9.48,9.52,9.41,9.48,9.48,0,0,0.3859,5677723,53783681.9,13947538761,13947538761,2835
2017/1/25,'000021,深科技,9.48,9.51,9.42,9.45,9.46,0.02,0.2114,0.2907,4276351,40500931.22,13947538761,13947538761,2708
2017/1/24,'000021,深科技,9.46,9.58,9.44,9.54,9.47,-0.01,-0.1056,0.4119,6060221,57481518.2,13918113574,13918113574,4325
2017/1/23,'000021,深科技,9.47,9.55,9.42,9.43,9.43,0.04,0.4242,0.3648,5367077,50942363.97,13932826168,13932826168,3677
2017/1/20,'000021,深科技,9.43,9.5,9.3,9.32,9.38,0.05,0.533,0.5196,7644971,72158050.58,13873975793,13873975793,5213
2017/1/19,'000021,深科技,9.38,9.38,9.21,9.34,9.34,0.04,0.4283,0.4509,6633192,61538271.01,13800412825,13800412825,4839
2017/1/18,'000021,深科技,9.34,9.46,9.25,9.3,9.38,-0.04,-0.4264,0.4586,6747337,63286800.53,13741562450,13741562450,4223
2017/1/17,'000021,深科技,9.38,9.5,9.14,9.2,9.2,0.18,1.9565,0.6823,10038669,93396503.06,13800412825,13800412825,7087
2017/1/16,'000021,深科技,9.2,9.53,8.88,9.49,9.55,-0.35,-3.6649,0.8746,12867488,119244948,13535586140,13535586140,9311
2017/1/13,'000021,深科技,9.55,9.83,9.5,9.71,9.74,-0.19,-1.9507,0.5151,7577957,73133993.96,14050526917,14050526917,6062
2017/1/12,'000021,深科技,9.74,9.96,9.74,9.9,9.99,-0.25,-2.5025,0.8919,13122240,129006414.5,14330066196,14330066196,10103
2017/1/11,'000021,深科技,9.99,10.23,9.71,9.71,9.78,0.21,2.1472,1.6534,24325594,243564229.9,14697881036,14697881036,16675
2017/1/10,'000021,深科技,9.78,9.97,9.75,9.97,9.92,-0.14,-1.4113,0.7254,10672639,105036476.9,14388916570,14388916570,6889
2017/1/9,'000021,深科技,9.92,9.95,9.76,9.8,9.82,0.1,1.0183,0.9153,13466073,133089045.2,14594892881,14594892881,7449
2017/1/6,'000021,深科技,9.82,9.96,9.73,9.83,9.8,0.02,0.2041,1.0648,15666534,154445892.3,14447766945,14447766945,10266
2017/1/5,'000021,深科技,9.8,9.9,9.64,9.68,9.69,0.11,1.1352,1.1959,17595364,172451536.1,14418341757,14418341757,12466
2017/1/4,'000021,深科技,9.69,9.7,9.54,9.54,9.58,0.11,1.1482,0.7023,10333123,99549813.46,14256503228,14256503228,7096
2017/1/3,'000021,深科技,9.58,9.61,9.45,9.45,9.43,0.15,1.5907,0.5453,8022727,76770382.53,14094664698,14094664698,5862
2016/12/30,'000021,深科技,9.43,9.54,9.4,9.5,9.51,-0.08,-0.8412,0.4459,6560802,62020475.33,13873975793,13873975793,5840
2016/12/29,'000021,深科技,9.51,9.62,9.5,9.55,9.61,-0.1,-1.0406,0.5599,8237377,78631423.05,13991676542,13991676542,5121
2016/12/28,'000021,深科技,9.61,9.79,9.43,9.49,9.47,0.14,1.4784,0.8275,12175014,117169138.8,14138802478,14138802478,9325
2016/12/27,'000021,深科技,9.47,9.55,9.44,9.5,9.53,-0.06,-0.6296,0.4476,6585622,62488800.48,13932826168,13932826168,4842
2016/12/26,'000021,深科技,9.53,9.54,9.16,9.43,9.44,0.09,0.9534,0.6641,9771195,91405254.89,14021101729,14021101729,7386
2016/12/23,'000021,深科技,9.44,9.59,9.43,9.55,9.59,-0.15,-1.5641,0.4567,6718798,63697788,13888688387,13888688387,4886
2016/12/22,'000021,深科技,9.59,9.62,9.52,9.61,9.61,-0.02,-0.2081,0.5079,7472159,71521325.46,14109377291,14109377291,5364
2016/12/21,'000021,深科技,9.61,9.63,9.51,9.52,9.52,0.09,0.9454,0.4658,6852970,65684978.43,14138802478,14138802478,4537
2016/12/20,'000021,深科技,9.52,9.65,9.46,9.65,9.66,-0.14,-1.4493,0.4921,7240485,69037814.21,14006389136,14006389136,5519
2016/12/19,'000021,深科技,9.66,9.67,9.53,9.54,9.58,0.08,0.8351,0.6333,9317402,89418326.5,14212365447,14212365447,5712
2016/12/16,'000021,深科技,9.58,9.65,9.45,9.46,9.48,0.1,1.0549,0.5654,8318405,79589923.57,14094664698,14094664698,5773
2016/12/15,'000021,深科技,9.48,9.57,9.39,9.41,9.42,0.06,0.6369,0.6063,8920367,84591266.74,13947538761,13947538761,6643
2016/12/14,'000021,深科技,9.42,9.67,9.33,9.58,9.61,-0.19,-1.9771,0.8344,12276734,116419299.1,13859263200,13859263200,8025
2016/12/13,'000021,深科技,9.61,9.71,9.43,9.6,9.63,-0.02,-0.2077,0.8275,12175035,116475574.5,14138802478,14138802478,8911
2016/12/12,'000021,深科技,9.63,10.34,9.59,10.29,10.29,-0.66,-6.414,1.4819,21802665,216761565.1,14168227666,14168227666,16391
2016/12/9,'000021,深科技,10.29,10.41,10.27,10.36,10.35,-0.06,-0.5797,0.8825,12983657,134006252.4,15139258845,15139258845,9044
2016/12/8,'000021,深科技,10.35,10.52,10.34,10.51,10.52,-0.17,-1.616,0.809,11903131,123785739.8,15227534407,15227534407,8899
2016/12/7,'000021,深科技,10.52,10.53,10.29,10.37,10.38,0.14,1.3487,0.7155,10527317,109559834.2,15477648499,15477648499,8311
2016/12/6,'000021,深科技,10.38,10.66,10.31,10.53,10.54,-0.16,-1.518,1.12,16478525,172008398.5,15271672188,15271672188,12258
2016/12/5,'000021,深科技,10.54,10.99,10.46,10.7,10.88,-0.34,-3.125,1.4923,21955669,235245159.1,15507073686,15507073686,16200
2016/12/2,'000021,深科技,10.88,11.18,10.77,10.96,10.94,-0.06,-0.5484,1.8704,27518551,301486383.2,16007301869,16007301869,21063
2016/12/1,'000021,深科技,10.94,11.08,10.81,10.87,10.89,0.05,0.4591,2.0396,30007521,328356833.2,16095577431,16095577431,20127
2016/11/30,'000021,深科技,10.89,10.9,10.56,10.56,10.61,0.28,2.639,1.9544,28754004,310764889.2,16022014463,16022014463,17997
2016/11/29,'000021,深科技,10.61,10.81,10.58,10.81,10.81,-0.2,-1.8501,0.9466,13926970,148861492.8,15610061841,15610061841,9439
2016/11/28,'000021,深科技,10.81,10.9,10.69,10.7,10.66,0.15,1.4071,1.2755,18765953,202742132,15904313714,15904313714,13376
2016/11/25,'000021,深科技,10.66,10.69,10.2,10.64,10.63,0.03,0.2822,1.2118,17829356,186505562.2,15683624810,15683624810,12986
2016/11/24,'000021,深科技,10.63,10.76,10.6,10.73,10.78,-0.15,-1.3915,1.0383,15275876,163282060.2,15639487029,15639487029,9886
2016/11/23,'000021,深科技,10.78,10.97,10.65,10.65,10.64,0.14,1.3158,2.1511,31648417,342884431.3,15860175933,15860175933,18812
2016/11/22,'000021,深科技,10.64,10.68,10.59,10.63,10.64,0,0,0.8108,11929518,126851274.8,15654199622,15654199622,6573
2016/11/21,'000021,深科技,10.64,10.69,10.52,10.6,10.61,0.03,0.2828,0.5686,8364849,88996642.74,15654199622,15654199622,5324
2016/11/18,'000021,深科技,10.61,10.77,10.6,10.71,10.71,-0.1,-0.9337,0.6104,8980043,95948164.32,15610061841,15610061841,7464
2016/11/17,'000021,深科技,10.71,10.78,10.64,10.78,10.78,-0.07,-0.6494,0.6785,9982957,106797111.6,15757187778,15757187778,6512
2016/11/16,'000021,深科技,10.78,10.88,10.74,10.8,10.83,-0.05,-0.4617,0.8652,12729750,137434659.4,15860175933,15860175933,8300
2016/11/15,'000021,深科技,10.83,10.92,10.7,10.79,10.74,0.09,0.838,0.981,14433722,156026833.2,15933738901,15933738901,9650
2016/11/14,'000021,深科技,10.74,10.85,10.66,10.66,10.66,0.08,0.7505,1.3571,19965803,214818448.4,15801325559,15801325559,12029
2016/11/11,'000021,深科技,10.66,10.68,10.56,10.66,10.66,0,0,0.8204,12070780,128211244.1,15683624810,15683624810,7716
2016/11/10,'000021,深科技,10.66,10.68,10.47,10.48,10.41,0.25,2.4015,1.2588,18520172,196153783,15683624810,15683624810,11204
2016/11/9,'000021,深科技,10.41,10.6,10.26,10.56,10.59,-0.18,-1.6997,1.0757,15825851,165062474.4,15315809969,15315809969,10948
2016/11/8,'000021,深科技,10.59,10.65,10.52,10.52,10.47,0.12,1.1461,0.949,13962676,147568175.6,15580636654,15580636654,8138
2016/11/7,'000021,深科技,10.47,10.59,10.38,10.55,10.58,-0.11,-1.0397,0.7021,10329876,108109649.3,15404085531,15404085531,7719
2016/11/4,'000021,深科技,10.58,10.73,10.44,10.45,10.47,0.11,1.0506,0.9948,14635617,155493376.3,15565924061,15565924061,10416
2016/11/3,'000021,深科技,10.47,10.55,10.36,10.39,10.43,0.04,0.3835,0.7246,10660438,111722789.8,15404085531,15404085531,7676
2016/11/2,'000021,深科技,10.43,10.66,10.37,10.64,10.69,-0.26,-2.4322,1.071,15756642,165031726.6,15345235156,15345235156,9893
2016/11/1,'000021,深科技,10.69,10.73,10.51,10.51,10.51,0.18,1.7127,0.679,9990478,105876122.4,15727762591,15727762591,6879
2016/10/31,'000021,深科技,10.51,10.64,10.41,10.64,10.66,-0.15,-1.4071,0.8892,13082634,137424932.7,15462935905,15462935905,9315
2016/10/28,'000021,深科技,10.66,10.83,10.66,10.73,10.76,-0.1,-0.9294,0.6295,9262084,99462063.87,15683624810,15683624810,6433
2016/10/27,'000021,深科技,10.76,10.85,10.7,10.74,10.81,-0.05,-0.4625,0.6797,9999873,107590367.8,15830750746,15830750746,6701
2016/10/26,'000021,深科技,10.81,10.93,10.75,10.93,10.93,-0.12,-1.0979,0.9126,13426280,145248501.5,15904313714,15904313714,8525
2016/10/25,'000021,深科技,10.93,11,10.85,10.9,10.9,0.03,0.2752,0.9795,14410295,157334349.5,16080864838,16080864838,9131
2016/10/24,'000021,深科技,10.9,11.04,10.82,10.82,10.82,0.08,0.7394,1.3338,19624063,214183672.7,16036727057,16036727057,11024
2016/10/21,'000021,深科技,10.82,10.98,10.7,10.95,10.86,-0.04,-0.3683,0.9212,13553754,146689221,15919026308,15919026308,8768
2016/10/20,'000021,深科技,10.86,10.86,10.68,10.77,10.81,0.05,0.4625,0.8414,12379541,133284411.4,15977876682,15977876682,8254
2016/10/19,'000021,深科技,10.81,10.97,10.77,10.91,10.91,-0.1,-0.9166,0.9007,13250943,143731112.1,15904313714,15904313714,8127
2016/10/18,'000021,深科技,10.91,10.93,10.68,10.72,10.75,0.16,1.4884,1.04,15301646,165681490.2,16051439650,16051439650,8924
2016/10/17,'000021,深科技,10.75,10.96,10.7,10.86,10.79,-0.04,-0.3707,1.0147,14928480,161559575.5,15816038152,15816038152,12341
2016/10/14,'000021,深科技,10.79,10.9,10.65,10.9,10.86,-0.07,-0.6446,0.7829,11519024,123765861.7,15874888527,15874888527,8910
2016/10/13,'000021,深科技,10.86,10.96,10.81,10.96,10.97,-0.11,-1.0027,0.9059,13328398,144829346.8,15977876682,15977876682,8347
2016/10/12,'000021,深科技,10.97,10.99,10.84,10.91,11.01,-0.04,-0.3633,1.1782,17335076,189031909.6,16139715212,16139715212,10891
2016/10/11,'000021,深科技,11.01,11.15,10.76,10.76,10.75,0.26,2.4186,2.2518,33129574,363294740.8,16198565587,16198565587,20420
2016/10/10,'000021,深科技,10.75,10.83,10.45,10.45,10.44,0.31,2.9693,1.4938,21977759,235468509,15816038152,15816038152,13374
2016/9/30,'000021,深科技,10.44,10.52,10.26,10.3,10.29,0.15,1.4577,0.7134,10496433,108958612.3,15359947750,15359947750,6883
2016/9/29,'000021,深科技,10.29,10.32,10.23,10.25,10.22,0.07,0.6849,0.467,6870677,70563841.2,15139258845,15139258845,6743
2016/9/28,'000021,深科技,10.22,10.29,10.18,10.21,10.22,0,0,0.5087,7484132,76613656.84,15036270690,15036270690,5474
2016/9/27,'000021,深科技,10.22,10.23,10.06,10.08,10.1,0.12,1.1881,0.6898,10148487,102774996.4,15036270690,15036270690,8308
2016/9/26,'000021,深科技,10.1,10.48,10.09,10.45,10.4,-0.3,-2.8846,1.0071,14816725,152551543.5,14859719566,14859719566,10862
2016/9/23,'000021,深科技,10.4,10.65,10.37,10.63,10.62,-0.22,-2.0716,0.7387,10867938,114185207,15301097375,15301097375,7561
2016/9/22,'000021,深科技,10.62,10.65,10.55,10.57,10.48,0.14,1.3359,0.9439,13886855,147367294.7,15624774435,15624774435,9007
2016/9/21,'000021,深科技,10.48,10.56,10.45,10.5,10.51,-0.03,-0.2854,0.4575,6730516,70700465.54,15418798124,15418798124,4962
2016/9/20,'000021,深科技,10.51,10.59,10.42,10.57,10.56,-0.05,-0.4735,0.5777,8499501,89011892.48,15462935905,15462935905,6090
2016/9/19,'000021,深科技,10.56,10.6,10.36,10.36,10.37,0.19,1.8322,0.9162,13479617,141672282.3,15536498873,15536498873,8338
2016/9/14,'000021,深科技,10.37,10.48,10.31,10.45,10.55,-0.18,-1.7062,0.8306,12220578,127014934.2,15256959594,15256959594,8480
2016/9/13,'000021,深科技,10.55,10.59,10.37,10.48,10.41,0.14,1.3449,0.9954,14645546,153483515,15521786280,15521786280,12350
2016/9/12,'000021,深科技,10.41,10.73,10.39,10.7,11,-0.59,-5.3636,2.1717,31951129,336901189.4,15315809969,15315809969,24080
2016/9/9,'000021,深科技,11,11.25,11,11.25,11.2,-0.2,-1.7857,1.4648,21550427,238703722.3,16183852993,16183852993,14744
2016/9/8,'000021,深科技,11.2,11.24,11.04,11.07,11.07,0.13,1.1743,1.6724,24605328,274256199,16478104866,16478104866,16362
2016/9/7,'000021,深科技,11.07,11.22,11.05,11.16,11.18,-0.11,-0.9839,1.4646,21548187,239696985.2,16286841148,16286841148,13205
2016/9/6,'000021,深科技,11.18,11.24,10.65,10.74,10.72,0.46,4.291,2.6532,39035254,430144889.5,16448679678,16448679678,24777
2016/9/5,'000021,深科技,10.72,10.8,10.67,10.76,10.72,0,0,0.8429,12400647,133147733.9,15771900371,15771900371,7812
2016/9/2,'000021,深科技,10.72,10.86,10.59,10.77,10.82,-0.1,-0.9242,0.9248,13605951,145761114.3,15771900371,15771900371,11498
2016/9/1,'000021,深科技,10.82,11.05,10.8,10.92,10.99,-0.17,-1.5469,1.0844,15954569,174097236.3,15919026308,15919026308,10366
2016/8/31,'000021,深科技,10.99,11.1,10.88,11.1,11.05,-0.06,-0.543,1.0392,15290054,167749464.8,16169140399,16169140399,9545
2016/8/30,'000021,深科技,11.05,11.11,10.98,11.04,10.99,0.06,0.546,1.0784,15865628,175143196.4,16257415961,16257415961,9907
2016/8/29,'000021,深科技,10.99,11.08,10.82,10.86,10.92,0.07,0.641,0.8869,13048557,143240523,16169140399,16169140399,10064
2016/8/26,'000021,深科技,10.92,11.15,10.85,10.92,10.88,0.04,0.3676,1.2793,18822206,207090015,16066152244,16066152244,13863
2016/8/25,'000021,深科技,10.88,10.97,10.65,10.96,11.09,-0.21,-1.8936,1.7363,25545754,275907894.8,16007301869,16007301869,18599
2016/8/24,'000021,深科技,11.09,11.28,10.99,11.21,11.22,-0.13,-1.1586,1.9788,29113549,323080195.9,16316266336,16316266336,18716
2016/8/23,'000021,深科技,11.22,11.47,11.09,11.2,11.17,0.05,0.4476,1.9642,28898325,326289195.4,16507530053,16507530053,19592
2016/8/22,'000021,深科技,11.17,11.79,11.11,11.79,11.79,-0.62,-5.2587,3.5438,52138565,595472433.2,16433967085,16433967085,36269
2016/8/19,'000021,深科技,11.79,12.22,11.22,11.23,11.19,0.6,5.3619,5.058,74416276,868907225.1,17346147890,17346147890,54452
